seed,focal,startIndex,q,tau,T,predictionSquaredError,holdSquaredError,variance,covered,intervalCoversCircle,periodicJump,historyNIS,estimatedStartRate
138,1,6801,0.0001,3,120,0.0642740207173542,0.072555128523739,0.104782081780272,1,0,0,0.638556280416505,-0.00380675259404378
138,1,6801,0.0001,10,3,1.81229736631785e-05,0.000167939188539391,0.00151877752463357,1,0,0,0.631592772527603,-0.00472719158106322
138,1,6801,0.0001,10,10.2,1.11577315987277e-05,0.00148459526332742,0.0215428802884426,1,0,0,0.631592772527603,-0.00472719158106322
138,1,6801,0.0001,10,30,0.0041156128184381,0.0130041300525606,0.16810499472746,1,0,0,0.631592772527603,-0.00472719158106322
138,1,6801,0.0001,10,60,0.0233478973539569,0.0419918591868901,0.459569533043534,1,0,0,0.631592772527603,-0.00472719158106322
138,1,6801,0.0001,10,120,0.047143153569747,0.072555128523739,1.05911829036096,1,0,0,0.631592772527603,-0.00472719158106322
138,1,6801,0.0001,30,3,4.22382913189771e-05,0.000167939188539391,0.00182674877316044,1,0,0,0.631093531580883,-0.0050254786578421
138,1,6801,0.0001,30,10.2,0.000100709768562823,0.00148459526332742,0.0349682030294765,1,0,0,0.631093531580883,-0.0050254786578421
138,1,6801,0.0001,30,30,0.000185594094786913,0.0130041300525606,0.487187424422228,1,0,0,0.631093531580883,-0.0050254786578421
138,1,6801,0.0001,30,60,0.0048229443581601,0.0419918591868901,2.11766984579383,1,0,0,0.631093531580883,-0.0050254786578421
138,1,6801,0.0001,30,120,0.0135132415494679,0.072555128523739,6.92750390950807,1,1,0,0.631093531580883,-0.0050254786578421
138,1,6801,0.0001,60,3,5.06850485741079e-05,0.000167939188539391,0.00191576532005965,1,0,0,0.631072881812657,-0.00510259712489365
